County,Population,Death_Rate,Incidence_Rate,Median_Income,Poverty_Percent,Median_Age,Median_Age_Male,Median_Age_Female,Average_Household_Size,Percentage_Married_Households,Percentage_No_High_School_Age_18_24,Percentage_High_School_Age_18_24,Percentage_Bachelor_Degree_Age_18_24,Percentage_High_School_Age_25_Over,Percentage_Bachelor_Degree_Age_25_Over,Percentage_Unemployed_Age_16_Over,Percentage_Private_Coverage,Percentage_Employed_Private_Coverage,Percentage_Public_Coverage,Percentage_Public_Coverage_Alone,Percentage_White,Percentage_Black,Percentage_Asian,Percentage_Other_Race
"Carroll County, Ohio",27811,172.8,472.5,46177,13.5,44.5,43.3,46.1,2.54,59.31461903,17,44.1,5.3,47.5,6.7,7.1,65.3,45.4,35.1,19.6,97.16864709,0.835654596,0.222136032,0.363174782
"Chowan County, North Carolina",14394,189,437.7,38887,23.2,44.5,40.6,47.4,2.41,46.13708731,15.5,22.6,12.6,33.7,12,12.7,56,28.9,44.5,26.3,63.05267467,34.15665939,0.211517467,0.784661572
"Garrett County, Maryland",29460,154.8,417.1,47441,12.4,44.5,42.8,45.6,2.47,57.15249094,15.8,31.8,7.8,42.2,10.2,7,62.5,41,41.4,23.2,97.29312716,0.603763459,0.412571697,0.09391876
"Hardy County, West Virginia",13852,153,374.9,41010,15.3,44.5,44.2,45,2.69,51.41582622,24.9,54.2,3.9,47.7,9.3,7.9,65.8,46.9,38.2,19.1,94.69001148,4.355625718,0.46641791,0.215269805
"Houston County, Texas",22785,176.8,372.1,33698,25.9,44.5,43.2,47.1,2.45,46.04772558,27.1,38.1,3.5,37.3,10.9,6.4,53.6,34.3,42.6,24.9,67.36241231,25.55666914,0.148154604,4.823739597
"Isle of Wight County, Virginia",36314,200.6,460.2,64350,10.2,44.5,43.4,46,2.57,59.93899339,14.1,36.2,7.5,27.7,17.3,8.3,76.5,48,29.2,12.6,71.82148853,22.77560157,0.948517068,1.175153889
"Jackson County, Iowa",19444,191.7,543.5,50299,11.3,44.5,43.2,46.2,2.29,53.30250208,15.1,35.2,6,44.8,10.4,4.4,74.1,42.2,35.2,15.2,97.30226855,0.178826896,0.40363785,0.051093399
"Johnson County, Tennessee",17830,211.3,414.7,31330,26.4,44.5,43,47.5,2.29,55.01498074,15.8,46.9,2.4,40.9,6.1,9,56.6,31.4,48.7,26.1,93.40067714,3.946272964,0.127657213,0.782594217
"Osceola County, Iowa",6154,162,432.9,51423,9.1,44.5,42.7,46.5,2.28,56.51685393,27.1,40.1,6.3,37.6,13.6,3.3,74.2,43.9,34.1,14.6,95.5240702,0.402511673,0.257607471,2.656577041
"Ransom County, North Dakota",5448,181.4,447,56270,8.4,44.5,42.1,46.6,2.25,51.70068027,20.1,45.7,8.6,36.4,14.6,2,83.6,54.9,29.4,8.8,97.21254355,0.586832936,0.293416468,0
"Renville County, Minnesota",14892,176.5,441.3,54386,11.3,44.5,43.5,45.5,2.34,54.09241445,16.1,40.8,9.1,37.5,12.2,5,76.2,43.1,35,15.1,94.04785446,0.75802518,0.58005405,2.768439786
"Shannon County, Missouri",8258,210.7,381,27382,28.2,44.5,43,45.3,2.5,54.22642661,18.7,44.1,6.2,37.9,9.4,9.2,54.2,32.4,41.6,24.1,95.64746904,0.276542022,0,0.396777684
"Swift County, Minnesota",9340,162.3,405.8,51032,10.8,44.5,43.5,45.8,2.21,52.02079887,17.6,38.7,6.8,38.6,12.6,3.9,72,42.4,38.6,19.8,95.9160105,1.637795276,0.167979003,1.375328084
"Wayne County, Iowa",6385,150.9,398.5,42006,16.7,44.5,43.4,45,2.41,51.81047766,40.9,26.4,6.4,43.5,9.9,4.3,65.1,32.9,41.9,18.1,97.6660401,0.469924812,0.062656642,0
"White County, Illinois",14327,230.3,502.9,46927,14.1,44.5,43.4,45.4,2.28,54.14033382,20.3,25.5,3.5,35.1,8.7,8.8,65.5,42.5,42.4,23.1,98.17477876,0.400995575,0.373340708,0.013827434
"Cambria County, Pennsylvania",136411,168.5,488.3,42703,15.3,44.4,42.7,46.2,2.28,47.39754633,9.1,32.4,8.9,46.3,12,8.5,72.3,45.8,39.9,17.6,93.8492334,3.407207582,0.495763411,0.304919609
"Clark County, Kansas",2096,153.7,384.3,47650,13,44.4,42.2,44.8,2.25,50.48543689,19.6,33.1,12.8,26.1,23.5,1.4,75.3,52.4,29.5,13.1,91.65501166,1.025641026,0.745920746,1.724941725
"Frontier County, Nebraska",2624,127.2,443.6,48543,13.7,44.4,42.7,45.1,2.25,58.11808118,8.1,12.1,6.5,34.7,11.8,2.4,77,40.8,30.4,10.8,98.25106879,0,0,0
"Juneau County, Wisconsin",26224,174,434.3,45158,13.1,44.4,42.9,45.9,2.48,49.77964744,17.9,43,7.4,42.2,9,7.1,66,41.4,42.7,21.4,94.32701744,2.347701366,0.441609421,0.362346192
"Kalkaska County, Michigan",17260,200.7,469.6,40709,17.4,44.4,43.4,45.4,2.38,50.21572721,19.9,41,3.4,42.4,8.2,10.4,60.6,35.8,45,22.1,96.25652931,0.684852002,0.429483459,0.249564713
"Lawrence County, Pennsylvania",88082,186.1,493.6,44903,13.2,44.4,42.4,45.9,2.38,49.46891725,12.8,34.4,8.7,45,13.2,7,68.4,44.9,39.9,20.3,93.19889639,3.798703484,0.417218097,0.548439918
"Mitchell County, Kansas",6282,151.3,378.3,48645,11.2,44.4,40.8,48,2.25,55.30331224,16.5,40.7,4.2,34,18,2.6,79.5,47.3,27.6,11.3,97.87166455,0.381194409,0.698856417,0.142947903
"Pasco County, Florida",497909,176.4,470.7,45219,14.7,44.4,43.3,45.5,2.53,50.5624792,16.3,37,5.4,33.7,14.2,9.4,61,37.9,39.4,21,88.67778872,5.070229173,2.309258734,1.084525379
"Santa Fe County, New Mexico",148686,126.1,374.3,52628,14.2,44.4,42.7,46.2,2.35,43.68165547,25.2,25.9,6.9,21.4,20.4,7.9,60.1,36.3,35.9,19.7,83.24428311,0.781058814,1.213394241,8.915218751
"Shelby County, Illinois",21775,164.4,457,48994,11.7,44.4,42.8,46.2,2.42,58.74613003,7.3,45.5,5.8,45.5,10.9,6.2,70.8,46.5,37.2,18.8,98.47614741,0.551661768,0.325570879,0.049739995
"Tyrrell County, North Carolina",4070,222.3,431,32773,28.3,44.4,41.8,49.3,2.45,47.13990351,28.1,40.7,0,37.1,3.9,14.1,50.1,19.8,46.5,23,59.89884393,30.39499037,2.817919075,4.359344894
"Washington County, Colorado",4864,118.4,381.7,45784,11.4,44.4,41.8,45.6,2.3,58.32908813,22.7,41.4,2.6,35.1,12.6,5.1,67.2,39.7,37,19.4,96.0375391,0.583941606,0.458811262,1.147028154
"Waupaca County, Wisconsin",51945,189.4,472.2,52850,10.4,44.4,43.5,45.3,2.35,53.3624373,14.7,47.1,5.2,43.7,12.6,5.7,73.5,52,33.4,16.7,96.91127098,0.441247002,0.447002398,0.627338129
"Wilkes County, Georgia",9867,210,481.7,32042,26.7,44.4,43.1,46,2.45,41.56265602,35.1,35.6,1.8,43.4,8.7,8.9,55.2,31.4,43.4,25.2,53.19787809,42.35812231,0.7406666,2.64237814
"Cocke County, Tennessee",35162,221.7,469.2,30860,27.8,44.3,43.1,45.1,2.38,47.72943576,11.5,63.7,0.5,46.6,6.4,11.1,51.1,28.9,48.1,28.8,95.15302511,1.548653775,0,0.334078877
"Cumberland County, Virginia",9719,179.2,436.4,41409,19,44.3,41.5,45.4,2.45,44.61615155,7.8,42.1,9,36.5,10,10.1,57.4,33.5,40.2,21.5,63.01856172,33.14737803,0,0
"Ellis County, Oklahoma",4231,186.6,415.5,52032,12,44.3,43.2,45.6,2.38,54.9122807,25.4,31.8,8.3,37.4,15.8,5,69.5,43.8,34.5,18,94.34603252,0.024265955,0.509585052,0.363989323
"Emmet County, Michigan",33161,168,489.1,50191,11.6,44.3,42.7,45.7,2.33,54.49526814,10.4,34.5,9.7,26.2,20.2,8.4,71.7,41.9,35.5,16.2,92.47380217,0.748076807,0.569386395,0.221091526
"Issaquena County, Mississippi",1337,257.8,448.4,37096,39.5,44.3,44.5,43.7,2.33,38.76146789,38.8,36.5,0,34.9,4.4,11.6,36.6,18.3,57.1,32.7,34.3144849,65.14329977,0,0.542215337
"Jefferson County, Ohio",67347,194.7,462.5,40148,20,44.3,43,45.4,2.35,47.93976679,9.8,30.9,4.1,42.5,9.6,8.8,66,45.1,39.7,21.6,91.65209469,5.688213598,0.336502432,0.069063818
"Keokuk County, Iowa",10163,169.3,466.9,48316,13.5,44.3,43.1,45.5,2.33,53.34713596,14.2,25.8,7.4,42.8,11.2,5.1,69.7,41.1,41.1,20.8,97.81362355,0,0.21377903,0.476144204
"Luce County, Michigan",6415,175.3,366,37590,20.6,44.3,42,48.1,2.27,48.67480017,25.7,49.4,2.7,45,8.6,11.6,59.5,34.4,50.6,26.2,80.4384746,8.53790335,0.154392466,0.432298904
"Marshall County, West Virginia",31978,184.6,456.3,43356,15.2,44.3,42.9,46.5,2.36,55.3172673,8.5,45.9,9.2,45.1,11.4,7,70.3,47.8,37.5,17,97.66625616,0.858990148,0.406403941,0.172413793
"Meigs County, Tennessee",11830,229.6,461.4,34801,20.8,44.3,43.6,44.8,2.51,54.91341991,14.8,63.8,3.1,42.7,4.6,15,57,37.4,42.7,23.7,96.24445203,1.596107887,0,0
"Mercer County, Illinois",15858,179.9,460,54916,9.6,44.3,43.1,45.3,2.4,58.58937491,14.3,34.8,5.8,41.9,10.6,6.2,78.7,52.8,33.2,14.2,97.42348047,0.47184454,0.31663252,0.769851617
"Oconee County, South Carolina",75713,172.9,476.6,39548,17.5,44.3,42.6,45.8,2.43,52.09451499,15.8,35.5,5.6,31.8,13.7,10.4,63.5,37.9,39.9,18.7,88.21465263,7.498432267,0.645772459,1.523702785
"Shawano County, Wisconsin",41304,168,457.1,47841,11.2,44.3,43.6,45.2,2.41,53.8656602,12.7,47,3.6,45.3,10.5,5.4,68.9,47.2,35.5,19.1,89.41366119,0.288718331,0.459543344,0.295936289
"Smyth County, Virginia",31470,202.4,389.1,37831,19.7,44.3,42.8,46.1,2.43,49.67565455,14.7,44.8,4.6,38.8,9.2,6.4,59.2,39.8,41.4,24.3,96.08621668,2.136509737,0.343480179,0.012604777
"Stephenson County, Illinois",45749,182.6,407.6,48569,14.1,44.3,43.4,45.4,2.37,48.01803202,18.9,32,5.2,35.3,11.5,9.9,63.4,40.1,44.1,26,86.2691689,9.192493298,0.838605898,0.932975871
"Sullivan County, Tennessee",156791,187.2,472.8,38840,18.5,44.3,43.2,45.6,2.32,50.28831243,13,38,6.5,34.8,13.6,8.2,64.3,41.1,40.2,20.3,94.64440645,1.933627641,0.58372461,0.79616209
"Warren County, Georgia",5460,194.6,397.1,31623,28.9,44.3,40.2,46,2.58,37.69411765,19.5,40.9,6.8,42.3,8.1,16.4,52.9,34.3,42.1,25.8,37.56518612,58.82035605,1.276748786,0.557453695
"Asotin County, Washington",22105,188.3,371.3,44055,16.3,44.2,43.6,44.9,2.34,49.15961888,23.8,37.5,2,30.5,12.9,9.6,64.1,37.1,43.3,21.2,93.52994555,0.444646098,0.875680581,0.762250454
"Augusta County, Virginia",74314,167.1,408.9,57808,9.8,44.2,43,45.4,2.5,59.29662522,16.2,50,2.8,40.1,14.7,4.7,74.9,47.9,30.9,13.1,93.09818643,4.045751016,0.580665199,0.773770138
"Carroll County, Arkansas",27704,167.6,380.4,36964,17.9,44.2,43.7,44.9,2.49,54.6597431,23,45.9,4.2,35,10.5,6.2,54.4,32,43.8,24.3,94.36222182,0.564501538,0.383571558,0.933598697
"Cerro Gordo County, Iowa",43017,154.2,493.5,49569,12,44.2,43,45.9,2.17,46.38557303,8.9,39.1,11.5,31.8,16,4.4,73.8,46.9,37,15.9,95.04151238,1.251121179,1.131528714,0.572663922
"Ellsworth County, Kansas",6343,149.6,374,46961,12.4,44.2,41.1,48.8,2.08,51.06382979,20.9,27.9,8.4,32.2,15.2,4.3,78.3,44.6,31.7,13.2,90.28081123,3.83775351,0.327613105,1.700468019
"Fayette County, Pennsylvania",133628,198.7,495.6,36902,20.2,44.2,42.1,45.8,2.41,46.48961979,18.7,42,7.9,49.9,9.7,8.4,65.5,43.7,41.3,21.9,92.92330053,4.125293843,0.196513189,0.26992755
"Fentress County, Tennessee",17917,230.9,496.6,30299,28.1,44.2,42.7,45.2,2.43,51.01314348,10.9,51.8,5.3,44.2,7,10.4,45.2,24.2,53.2,33,97.90864982,0.16173108,0.306731359,0.340192962
"Geauga County, Ohio",94102,142.4,441,72264,7.8,44.2,43.3,45,2.67,63.62799793,24.2,31.5,12.8,27.3,23.8,4.1,77.5,54.9,25,10,96.74457251,1.328376334,0.604001108,0.111852057
"Grant County, Oklahoma",4523,174.4,445.9,49774,12.3,44.2,44.3,44.1,2.26,53.55691057,19.3,41.5,1.3,36,17.9,3.6,74.8,40.3,33.1,13.7,90.05977419,0.376355988,0.199247288,2.324551694
"Green County, Kentucky",11010,195.3,435.4,33640,21.5,44.2,43.1,45.9,2.46,55.77395577,20.9,43.5,7.7,46,6.2,9,59.7,39.1,42.9,24.6,94.69010674,3.040631447,0.627859001,0
"Hancock County, Tennessee",6572,230.9,483.5,27323,29.5,44.2,43.4,45,2.35,47.56717502,5.7,58.9,0,39.4,7.3,12.1,48.1,34.1,49.4,31.1,97.41041855,0.451671183,0.060222824,0.060222824
"Manitowoc County, Wisconsin",79806,165.9,440.1,48430,10.8,44.2,43,45.6,2.34,53.3734194,13.2,37.7,9.4,39.9,14.2,5.7,75.2,53.1,34,16.3,94.56911862,0.465717018,2.653966046,0.532780269
"Maries County, Missouri",8963,187.4,287.4,40165,16.1,44.2,43.7,44.7,2.44,53.58111774,29.5,28.4,0,42.8,10.3,10,60.6,36.5,39.6,22.9,96.41161533,0.419564977,0.607265099,0.342276692
"McCulloch County, Texas",8341,186.9,430.6,39649,18.9,44.2,40.8,45.7,2.59,53.16375199,11.6,59.4,1.4,31.3,10.7,4.3,58.2,33.7,41.8,22.3,88.891575,1.643901849,0,2.308715097
"Middlesex County, Connecticut",164063,154.9,488.8,76365,7.9,44.2,43.1,45.5,2.4,52.46457038,9.2,31,11.7,26.8,22.2,6,80.1,59.3,27.2,12.7,88.98798172,5.07553053,2.759664578,0.931190022
"Montrose County, Colorado",40946,151.4,382.1,46336,15.5,44.2,42.4,45.5,2.4,54.41316794,29,40.7,2.7,31.6,15.3,10.2,54.1,29.7,42.8,24,92.58115889,0.646821022,0.438564253,3.192453755
"Nassau County, Florida",78444,176.3,490.1,56728,11.7,44.2,43.3,45.1,2.66,55.87154667,17.5,40.1,5.3,35.5,15.1,9.8,66.2,38.9,33.7,16,90.39008962,6.425935688,0.882973115,0.421718503
"Otsego County, Michigan",24253,194.7,457,44693,13.2,44.2,43.6,44.9,2.38,54.27882684,20.5,39.6,8.9,36.6,13.5,8.2,68.4,44.4,39.2,19,95.80796156,0.381094404,0.625491902,0.381094404
"Roane County, West Virginia",14435,204,449.2,33041,23.1,44.2,43.2,45,2.48,52.19686649,26,45.8,10,46.5,8.2,8.9,51.6,32.9,51.8,32.6,97.9365947,0.020497404,0.12981689,0.204974037
"Sanilac County, Michigan",41475,170.6,368.5,42081,14.7,44.2,43.1,45.1,2.55,53.63022113,17.8,39.1,3.7,45.1,7.8,10.7,63.8,38.5,40,20.2,96.63683534,0.571238159,0.311800828,0.606940544
"Washington County, Pennsylvania",208261,186.3,482.5,55796,10.7,44.2,42.7,45.4,2.42,52.24566809,10.3,33.9,10,39.3,18.1,6.5,77.7,53.3,32.5,13.3,93.95656642,2.947278438,0.853399672,0.226196536
"Archer County, Texas",8715,138.8,289.2,58867,9.4,44.1,43.1,45,2.6,65.25373134,19,38.8,6.6,36.5,16.6,3,72.3,49.2,28.2,12.5,94.08816494,1.036564529,0.467023579,1.526369746
"Bradford County, Pennsylvania",61281,183.8,484.4,47242,12.9,44.1,43.1,45,2.52,53.48140241,21.7,41.2,8.7,48,11.7,5.6,69,45.1,37.7,17.4,97.31792762,0.538342868,0.623513531,0.266760944
"Burnet County, Texas",45463,160,419.3,53203,14,44.1,42.6,45.2,2.58,55.08264463,23.2,39.8,3.9,31.9,15.6,5.1,61.3,36.5,37.5,19.2,93.19952881,2.34913012,0.310347952,2.374048568
"Cass County, Michigan",51657,181.6,335,48030,14.8,44.1,43.1,45.2,2.56,54.30575593,24.7,27.5,3.4,36.2,11.5,9.7,65.5,43.6,38,20.1,88.25069295,4.733215276,0.769941484,1.751616877
"Chickasaw County, Iowa",12097,161.9,467.7,50788,9.8,44.1,42.7,45.2,2.27,54.17921687,17.8,32.4,10,43.2,11.2,3.8,75.7,45.4,34.8,15.3,98.08069258,0.547206795,0.563541326,0.187847109
"Coffey County, Kansas",8384,176.6,441.5,55705,10.9,44.1,42.9,44.6,2.33,55.11347716,16.1,31.8,5.9,36.8,15.6,5.1,73,50.2,32.1,14.6,96.16930716,0.780326318,0.638448806,0.106408134
"Douglas County, Minnesota",37075,160.9,402.3,52298,9.6,44.1,42.4,45.9,2.32,56.35323607,11.5,25.3,9.1,29.9,17.8,4.5,77.9,46.3,35.2,14.1,97.72255598,0.576187875,0.243036592,0.174767886
"Fairfield County, South Carolina",22747,201.9,460.4,35490,23.1,44.1,43.5,44.8,2.52,44.17130145,14,53.6,2.2,39.8,8.6,12.8,52.4,34.7,43.2,26.3,39.11199585,57.43898217,0.268305349,0.701055911
"Garland County, Arkansas",97177,196.4,464.4,40621,18.7,44.1,42.4,45.6,2.35,47.04144949,17.1,34.8,4.5,32.2,13.2,9.2,56.3,30.2,44.6,23.6,85.25692596,8.349320296,0.63122718,3.033397281
"Henry County, Missouri",21737,222.5,483.4,39232,18.3,44.1,42.9,45.3,2.29,50.39924354,18.9,44.5,4.9,41.3,10.2,7.4,62,34.7,41,19.8,96.1423255,1.720068984,0.158845421,0.013615322
"Iroquois County, Illinois",28672,185,485.8,46895,15.8,44.1,43,45.2,2.42,53.24203229,17.1,42.8,5,41.1,10.3,7.5,68.4,42.2,40.1,20.9,94.71999449,1.356142223,0.533507727,2.364643927
"Marion County, Alabama",30168,189.8,460,37707,20.2,44.1,42.9,44.7,2.34,54.04278748,29.2,29.3,3.2,34.5,7.4,9.9,64.9,39.5,40.2,19.7,93.6189818,3.850330734,0.283015763,0.0691085
"McDowell County, West Virginia",19835,234.8,457.1,24707,34.9,44.1,41.5,46.5,2.39,44.26650367,32.3,51.6,3.1,43.9,3.2,13.3,39.7,23.4,58.5,37.7,89.35679262,9.157773291,0,0.572060379
"Mercer County, Missouri",3694,180.7,405.5,38023,15,44.1,43.6,44.7,2.43,51.36393879,24.7,27.9,15.8,50.1,9.1,4.6,59.9,37.9,35,16.5,97.17590102,0.72619688,0.591715976,0.457235073
"Page County, Virginia",23726,199.2,430.1,44851,16.9,44.1,43.5,44.9,2.52,53.00896287,14.8,41.3,7.3,42.9,8.1,9.3,63.5,38.1,35.7,18.1,95.63393868,1.644088412,0.51587468,0.57039802
"Palm Beach County, Florida",1422789,144.3,422.3,52225,14.9,44.1,42.3,45.8,2.54,45.4432712,17.7,28.9,8.8,25.5,21.1,9.5,60.5,36.5,35.5,19.5,74.98799686,17.97243412,2.503905553,2.180944963
"Perkins County, Nebraska",2944,147.5,327.2,56080,10.4,44.1,41.6,45.6,2.32,62.42960579,27.4,31.4,4,31.1,13.5,1.7,78.8,38.9,29.3,10.3,98.8372093,0.136798906,0,0.239398085
"Polk County, Wisconsin",43441,168.1,321.4,52411,11.2,44.1,43.6,44.7,2.39,54.76825609,14.9,43.7,6.1,39,13.3,6.8,69.5,47.9,36.1,18.8,96.29119618,0.387863766,0.541632241,0.743596805
"Putnam County, Florida",72023,211.6,488.3,32054,28.5,44.1,43,45.6,2.57,43.61160279,22.8,43.8,0.6,38.8,7.7,12.6,45.1,24.2,47.8,28.5,77.76081215,16.46445472,0.605260262,2.865357104
"Richland County, Wisconsin",17495,168.7,420.9,44026,13.5,44.1,42.7,45.5,2.29,54.56472771,11.3,37.5,3.8,41,10.7,4.8,68.9,44.1,38.6,18.9,96.44426913,0.726924377,0.383184943,0.946692212
"Warren County, Indiana",8269,177.2,456.2,55925,9.9,44.1,43.5,44.5,2.5,60.2118003,23.1,37.6,6.1,43.8,12.4,5.5,77.8,51.6,31.5,13.7,98.08772559,0.561730608,0.095613721,0.239034301
"York County, Maine",201169,173.7,497.7,55482,11.2,44.1,42.9,45.2,2.4,51.22310568,9.3,36.1,11.6,31.6,20.4,5.9,72.2,50.2,33.1,15.7,96.10180187,0.684087699,1.127793191,0.173776304
"Clark County, South Dakota",3659,138.4,429.4,48024,13.8,44,42.4,47.2,2.21,53.49462366,31.6,30.5,0.7,37.3,15.7,2.8,74.9,35.6,32.1,14.4,94.89655172,0.965517241,0.8,0.8
"Erie County, Ohio",75550,193.7,479.9,49234,13.9,44,42.8,45,2.35,47.04882425,12.2,39,5.5,39.5,13.4,7.7,71.7,48.7,36.1,16.7,86.56702696,8.419905176,0.509580909,0.886513179
"Hancock County, Iowa",10974,171.3,492.1,57682,8.4,44,43.1,45.7,2.33,56.73015194,17,29.7,10.4,36.4,13.2,1.5,79.4,48.7,33.2,13.9,97.08799135,0.64911648,0.306527227,0.4056978
"Island County, Washington",80593,143.5,462,59358,10.3,44,41.5,47,2.33,56.3290566,14.7,43,4.7,23.3,20.6,9,75.7,30.8,36.5,14.1,85.0470824,2.945959233,4.641429994,1.453440734
"Kennebec County, Maine",119980,193.2,478.4,45556,13.8,44,43.2,44.6,2.28,47.20175728,10.5,36.1,7.8,35.6,15.3,7.7,67.6,44.8,39.2,18.9,96.0061761,0.790177687,0.771187,0.406235551
"Madison County, North Carolina",21139,143.7,416.2,38445,19.9,44,42.4,45.9,2.36,55.25443787,15.7,17.8,12.1,31,12.9,7.3,61.8,35.6,40.4,21.9,95.76259095,1.945118181,0.475579017,0.565939031
"Norton County, Kansas",5550,109.9,274.8,44846,13.5,44,42.1,48.5,2.24,53.79896177,25.1,18.9,14.7,34.6,15.2,1.7,72.8,45.9,32.9,17.3,92.20035778,2.450805009,0.357781753,1.216457961
"O'Brien County, Iowa",13984,176.1,459.7,55968,10.3,44,40.5,47,2.28,57.01199201,20.7,21.4,2.4,37.7,13.7,2.8,73.8,46.2,35.1,16.4,94.79846722,0.510928186,0.844450752,2.39142776
"Polk County, Tennessee",16773,244,480.2,36643,20.3,44,43.1,45,2.44,54.92957746,12.6,44.6,4.8,43.3,6.1,10.9,60.2,38.2,41.6,24,96.73398454,0.287649068,0.137831845,0.66518847
"Turner County, South Dakota",8209,154.3,436,55708,10.2,44,43.3,45.2,2.31,59.11931818,17.3,25.1,8.8,36.3,16.2,2.5,78.2,47,29.7,12.2,97.32594556,0.554083353,0.036135871,0.301132257
"Barron County, Wisconsin",45563,168.4,412.1,46375,13.7,43.9,42,45.6,2.35,52.64644351,15.6,44.4,3.3,39.8,10.6,6,68.4,43.2,39.2,19,95.66169067,1.267346671,0.474981395,0.709188811
"Belmont County, Ohio",69154,185.2,427.9,41983,16.1,43.9,41.3,46.5,2.35,49.99105065,18.1,36.6,5.5,43.5,9.4,8.5,69.5,47.9,37.7,18.8,93.48907418,3.834100058,0.368027602,0.405405405
"Bristol County, Rhode Island",49084,142.2,473.2,68246,8,43.9,41.9,45.5,2.38,54.26127527,4.9,23.7,11.7,22.4,23.9,6.8,80.8,55.4,27,11.1,95.29648609,1.26484464,1.6390109,0.248088498
"Cherry County, Nebraska",5848,148.7,395.1,43564,13.3,43.9,43.8,43.9,2.14,61.72792725,29.2,35.7,12.8,31,14.5,2.6,76,41,30.8,12.9,91.55979203,0.034662045,0.27729636,0
"Clatsop County, Oregon",37831,180.2,465.6,45132,15.4,43.9,42.7,45.3,2.32,47.38013481,20.4,27.5,5.1,26.3,14.6,7.6,62.4,35.1,40.8,19.4,90.60510406,0.7650741,0.944304746,2.517254294
"Clearfield County, Pennsylvania",80994,183,473.5,40230,16.5,43.9,42.3,45.7,2.38,52.7799604,22,41.6,7.2,50.9,9.2,7.8,66.2,42.1,41.6,21.8,95.2239283,2.45380672,0.517561437,0.368808625
"Eureka County, Nevada",2016,178.7,446.8,70535,9.8,43.9,44.9,42.6,2.17,56.06258149,48.1,19.2,0,35.8,14.2,4.7,76.4,52.6,18.6,2.6,95.80587178,0.119832235,0,1.437986818
"Giles County, Virginia",16708,189.4,403.8,45979,13.5,43.9,42.1,45,2.32,48.40940526,14.6,31.3,4.8,40,9.5,4.8,68.7,45.1,33.1,13.3,96.09037677,1.555568699,0.715679896,0.378541433
"Hancock County, Georgia",8551,160.6,349.7,26309,35.3,43.9,41.2,47.8,2.49,33.64120782,46.6,35.4,4,40.6,5.9,14.6,54.8,30.4,45.1,24.5,24.53552528,73.22373607,0.394099764,1.396239162
"Kanabec County, Minnesota",15837,162.2,405.5,48908,13.8,43.9,42.9,44.5,2.55,54.8215151,14.6,40.1,4.5,39.7,8,9.8,64.6,39.9,44.5,24.9,96.78810223,0.431169156,0.331187902,0.137474224
"Morgan County, Ohio",14777,187.9,438.4,37923,18.1,43.9,43.3,44.7,2.41,57.0751634,16.3,52.1,1.2,47.5,7.2,9.3,58.6,38.6,43.1,24,93.20726883,3.540535104,0.127405619,0.268222356
"Newport County, Rhode Island",82423,164,469,69203,9.5,43.9,42,45.6,2.27,46.93813131,10,28.1,17.1,23.1,26.4,6.9,79,48.7,30.1,11,89.60478086,3.51668824,1.739593288,1.512163846
"Owen County, Indiana",20872,215.1,494.2,46001,15.4,43.9,42.9,44.8,2.46,54.50719046,28.8,40.5,2.8,43.7,6,8,62.3,40.8,35.8,19.5,97.27255568,0.608720272,0.18403171,0.18403171
"Rooks County, Kansas",5174,164.7,411.8,48383,12,43.9,43.2,45.3,2.28,51.17860381,12.6,42.1,12.6,36.8,14.1,4.1,71.5,40.8,35.5,15.9,96.81835712,0.23139221,0.578480524,0.55919784
"St. Lucie County, Florida",298563,162.4,414.6,42722,17.3,43.9,42.6,45,2.64,49.87210143,21.8,32.6,4.7,33.4,12.8,12.4,53.6,31.6,42.8,24.5,73.1630591,19.29994514,1.760032777,3.082227454
"Van Buren County, Iowa",7344,181.9,463.5,42555,14.4,43.9,42.8,46.8,2.49,60.39402174,25.6,23.8,8.2,43.5,9.5,6.6,65.1,37,38.7,19.5,97.92787944,0.605489774,0.24219591,0.08073197
"White County, Georgia",28319,144.6,469,42126,16.9,43.9,42.9,46.1,2.42,60.60445387,10.2,33.7,5.1,31.2,12.6,6.8,63.2,37.7,36.7,17.9,94.2859199,2.727501709,0.302256126,1.644417257
"Winston County, Alabama",23877,203.4,454.6,35528,20.1,43.9,43.3,44.7,2.53,52.95556028,19.9,33.5,2.8,33.7,6.8,9.6,58.8,35.3,43.9,22.8,96.17488603,0.505594695,0.178201409,0.111893908
"Woodruff County, Arkansas",6741,215.9,492.6,29969,25.1,43.9,42,45.5,2.36,40.29543112,41.5,37.7,3.8,44.5,7.7,12.4,40,25.4,52.5,34.3,69.85536302,26.76500072,1.102677932,0.143204926
"Chenango County, New York",48844,180.3,512.4,46387,16.7,43.8,42.6,45,2.49,49.42212718,16.6,36.4,5.8,39.2,9.5,7.1,66,44.9,40.7,20.8,96.24210378,0.849663969,0.534824114,0.478314396
"Clay County, Alabama",13555,190.8,477.4,35940,19.5,43.8,43.2,45.1,2.45,50.80273113,18.9,40,3.4,36.3,5.8,9.4,60.3,34.2,42.5,21.6,81.73893773,14.50099727,0,1.418334934
"Clay County, Arkansas",15109,228.7,433.2,33826,19.9,43.8,42.8,45.5,2.31,48.75207987,18.4,48.9,1.8,43.8,7.5,9.5,53.8,29.6,46.8,25.5,96.37012987,0.363636364,0.090909091,1.285714286
